Image,Type,Code,Value,Path
S099_002,FACS,11,0,images/S099_002.png
S099_002,FACS,16,0,images/S099_002.png
S099_002,FACS,20,0,images/S099_002.png
S099_002,FACS,25,0,images/S099_002.png
S099_003,FACS,25,0,images/S099_003.png
S099_003,FACS,26,0,images/S099_003.png
S099_004,FACS,6,0,images/S099_004.png
S099_004,FACS,7,3,images/S099_004.png
S099_004,FACS,12,0,images/S099_004.png
S099_004,FACS,25,0,images/S099_004.png
S099_004,FACS,26,0,images/S099_004.png
S099_007,FACS,9,5,images/S099_007.png
S099_007,FACS,24,4,images/S099_007.png
S100_001,FACS,1,0,images/S100_001.png
S100_001,FACS,2,0,images/S100_001.png
S100_001,FACS,20,0,images/S100_001.png
S100_001,FACS,25,0,images/S100_001.png
S100_002,FACS,1,0,images/S100_002.png
S100_002,FACS,2,0,images/S100_002.png
S100_002,FACS,5,0,images/S100_002.png
S100_002,FACS,25,0,images/S100_002.png
S100_002,FACS,27,0,images/S100_002.png
S100_003,FACS,15,0,images/S100_003.png
S100_003,FACS,17,0,images/S100_003.png
S100_003,FACS,23,0,images/S100_003.png
S100_004,FACS,25,0,images/S100_004.png
S100_005,FACS,4,0,images/S100_005.png
S100_005,FACS,17,0,images/S100_005.png
S100_005,FACS,23,0,images/S100_005.png
S100_005,FACS,24,0,images/S100_005.png
S100_006,FACS,6,0,images/S100_006.png
S100_006,FACS,7,4,images/S100_006.png
S100_006,FACS,12,0,images/S100_006.png
S100_006,FACS,25,0,images/S100_006.png
S101_001,FACS,1,0,images/S101_001.png
S101_001,FACS,2,0,images/S101_001.png
S101_001,FACS,11,0,images/S101_001.png
S101_001,FACS,17,3,images/S101_001.png
S101_001,FACS,20,3,images/S101_001.png
S101_001,FACS,25,0,images/S101_001.png
S101_002,FACS,1,0,images/S101_002.png
S101_002,FACS,2,0,images/S101_002.png
S101_002,FACS,5,0,images/S101_002.png
S101_002,FACS,25,0,images/S101_002.png
S101_002,FACS,27,0,images/S101_002.png
S101_003,FACS,1,0,images/S101_003.png
S101_003,FACS,4,0,images/S101_003.png
S101_003,FACS,7,0,images/S101_003.png
S101_003,FACS,17,0,images/S101_003.png
S101_003,FACS,23,0,images/S101_003.png
S101_003,FACS,20,0,images/S101_003.png
S101_004,FACS,12,0,images/S101_004.png
S101_004,FACS,25,0,images/S101_004.png
S101_005,FACS,25,0,images/S101_005.png
S102_001,FACS,11,0,images/S102_001.png
S102_001,FACS,20,0,images/S102_001.png
S102_001,FACS,25,0,images/S102_001.png
S102_002,FACS,1,0,images/S102_002.png
S102_002,FACS,2,0,images/S102_002.png
S102_002,FACS,5,2,images/S102_002.png
S102_002,FACS,25,0,images/S102_002.png
S102_002,FACS,27,0,images/S102_002.png
S102_003,FACS,1,0,images/S102_003.png
S102_003,FACS,4,0,images/S102_003.png
S102_003,FACS,10,2,images/S102_003.png
S102_003,FACS,20,3,images/S102_003.png
S102_003,FACS,25,0,images/S102_003.png
S102_003,FACS,38,0,images/S102_003.png
S102_004,FACS,6,0,images/S102_004.png
S102_004,FACS,12,4,images/S102_004.png
S102_005,FACS,15,3,images/S102_005.png
S102_005,FACS,17,2,images/S102_005.png
S102_006,FACS,15,0,images/S102_006.png
S102_006,FACS,17,0,images/S102_006.png
S102_007,FACS,25,0,images/S102_007.png
S102_008,FACS,25,0,images/S102_008.png
S102_008,FACS,27,0,images/S102_008.png
S102_009,FACS,6,0,images/S102_009.png
S102_009,FACS,7,0,images/S102_009.png
S102_009,FACS,9,0,images/S102_009.png
S103_001,FACS,1,0,images/S103_001.png
S103_001,FACS,2,0,images/S103_001.png
S103_001,FACS,25,0,images/S103_001.png
S103_001,FACS,26,0,images/S103_001.png
S103_002,FACS,12,0,images/S103_002.png
S103_002,FACS,25,0,images/S103_002.png
S103_003,FACS,12,3,images/S103_003.png
S103_006,FACS,25,0,images/S103_006.png
S103_007,FACS,25,0,images/S103_007.png
S103_007,FACS,26,0,images/S103_007.png
S103_008,FACS,4,0,images/S103_008.png
S103_008,FACS,11,0,images/S103_008.png
S103_008,FACS,20,2,images/S103_008.png
S103_008,FACS,25,0,images/S103_008.png
S103_008,FACS,61,2,images/S103_008.png
S104_001,FACS,12,0,images/S104_001.png
S104_001,FACS,25,0,images/S104_001.png
S104_002,FACS,12,3,images/S104_002.png
S104_003,FACS,25,0,images/S104_003.png
S104_003,FACS,43,2,images/S104_003.png
S105_001,FACS,1,0,images/S105_001.png
S105_001,FACS,15,0,images/S105_001.png
S105_001,FACS,17,0,images/S105_001.png
S105_002,FACS,1,0,images/S105_002.png
S105_002,FACS,4,1,images/S105_002.png
S105_002,FACS,15,0,images/S105_002.png
S105_002,FACS,17,0,images/S105_002.png
S105_003,FACS,12,0,images/S105_003.png
S105_003,FACS,25,0,images/S105_003.png
S105_004,FACS,12,3,images/S105_004.png
S105_005,FACS,25,0,images/S105_005.png
S105_006,FACS,25,0,images/S105_006.png
S105_006,FACS,26,0,images/S105_006.png
S105_007,FACS,4,0,images/S105_007.png
S105_007,FACS,7,0,images/S105_007.png
S105_007,FACS,9,0,images/S105_007.png
S105_007,FACS,23,0,images/S105_007.png
S105_007,FACS,38,0,images/S105_007.png
S105_008,FACS,4,0,images/S105_008.png
S105_008,FACS,7,0,images/S105_008.png
S105_008,FACS,9,0,images/S105_008.png
S105_008,FACS,17,0,images/S105_008.png
S106_001,FACS,1,0,images/S106_001.png
S106_001,FACS,2,0,images/S106_001.png
S106_001,FACS,4,0,images/S106_001.png
S106_001,FACS,5,0,images/S106_001.png
S106_001,FACS,25,0,images/S106_001.png
S106_001,FACS,27,0,images/S106_001.png
S106_002,FACS,1,0,images/S106_002.png
S106_002,FACS,4,0,images/S106_002.png
S106_002,FACS,15,2,images/S106_002.png
S106_002,FACS,17,0,images/S106_002.png
S106_002,FACS,39,0,images/S106_002.png
S106_003,FACS,25,0,images/S106_003.png
S106_003,FACS,45,3,images/S106_003.png
S106_004,FACS,4,0,images/S106_004.png
S106_004,FACS,7,0,images/S106_004.png
S106_004,FACS,9,0,images/S106_004.png
S106_004,FACS,17,0,images/S106_004.png
S106_005,FACS,4,0,images/S106_005.png
S106_005,FACS,11,0,images/S106_005.png
S106_005,FACS,17,0,images/S106_005.png
S106_005,FACS,39,0,images/S106_005.png
S106_005,FACS,54,1,images/S106_005.png
S106_006,FACS,6,0,images/S106_006.png
S106_006,FACS,12,0,images/S106_006.png
S106_006,FACS,25,0,images/S106_006.png
S106_007,FACS,6,0,images/S106_007.png
S106_007,FACS,12,4,images/S106_007.png
S107_001,FACS,1,0,images/S107_001.png
S107_001,FACS,2,0,images/S107_001.png
S107_001,FACS,5,0,images/S107_001.png
S107_001,FACS,25,0,images/S107_001.png
S107_001,FACS,27,0,images/S107_001.png
S107_002,FACS,12,2,images/S107_002.png
S107_003,FACS,25,0,images/S107_003.png
S107_003,FACS,27,0,images/S107_003.png
S107_004,FACS,4,0,images/S107_004.png
S107_004,FACS,5,2,images/S107_004.png
S107_004,FACS,11,0,images/S107_004.png
S107_004,FACS,20,0,images/S107_004.png
S107_004,FACS,25,0,images/S107_004.png
S107_005,FACS,4,0,images/S107_005.png
S107_005,FACS,7,0,images/S107_005.png
S107_005,FACS,9,0,images/S107_005.png
S107_005,FACS,10,0,images/S107_005.png
S107_005,FACS,17,0,images/S107_005.png
S107_006,FACS,15,0,images/S107_006.png
S107_006,FACS,17,0,images/S107_006.png
S107_006,FACS,45,1,images/S107_006.png
S108_002,FACS,15,0,images/S108_002.png
S108_002,FACS,17,0,images/S108_002.png
S108_003,FACS,25,0,images/S108_003.png
S108_004,FACS,25,0,images/S108_004.png
S108_004,FACS,26,0,images/S108_004.png
S108_004,FACS,45,2,images/S108_004.png
S108_005,FACS,4,0,images/S108_005.png
S108_005,FACS,15,0,images/S108_005.png
S108_005,FACS,17,0,images/S108_005.png
S108_005,FACS,45,1,images/S108_005.png
S108_006,FACS,4,0,images/S108_006.png
S108_006,FACS,7,0,images/S108_006.png
S108_006,FACS,9,0,images/S108_006.png
S108_006,FACS,17,0,images/S108_006.png
S108_006,FACS,25,0,images/S108_006.png
S108_007,FACS,4,0,images/S108_007.png
S108_007,FACS,7,0,images/S108_007.png
S108_008,FACS,6,0,images/S108_008.png
S108_008,FACS,7,2,images/S108_008.png
S108_008,FACS,12,0,images/S108_008.png
S108_008,FACS,25,0,images/S108_008.png
S109_001,FACS,12,2,images/S109_001.png
S109_002,FACS,25,0,images/S109_002.png
S109_002,FACS,26,0,images/S109_002.png
S109_003,FACS,4,0,images/S109_003.png
S109_003,FACS,7,0,images/S109_003.png
S109_003,FACS,14,0,images/S109_003.png
S109_003,FACS,17,0,images/S109_003.png
S109_003,FACS,24,0,images/S109_003.png
S109_003,FACS,39,0,images/S109_003.png
S109_004,FACS,4,0,images/S109_004.png
S109_004,FACS,6,0,images/S109_004.png
S109_004,FACS,7,0,images/S109_004.png
S109_004,FACS,9,0,images/S109_004.png
S109_004,FACS,10,0,images/S109_004.png
S109_004,FACS,12,0,images/S109_004.png
S109_004,FACS,20,0,images/S109_004.png
S109_004,FACS,25,0,images/S109_004.png
S109_005,FACS,4,0,images/S109_005.png
S109_005,FACS,7,0,images/S109_005.png
S109_005,FACS,9,0,images/S109_005.png
S109_005,FACS,17,0,images/S109_005.png
S109_005,FACS,63,2,images/S109_005.png
S109_006,FACS,6,0,images/S109_006.png
S109_006,FACS,12,0,images/S109_006.png
S109_006,FACS,25,0,images/S109_006.png
S110_001,FACS,1,0,images/S110_001.png
S110_001,FACS,2,0,images/S110_001.png
S110_001,FACS,25,0,images/S110_001.png
S110_001,FACS,27,0,images/S110_001.png
S110_001,FACS,38,0,images/S110_001.png
S110_002,FACS,1,0,images/S110_002.png
S110_002,FACS,4,0,images/S110_002.png
S110_002,FACS,12,0,images/S110_002.png
S110_002,FACS,14,0,images/S110_002.png
S110_002,FACS,20,0,images/S110_002.png
S110_002,FACS,25,0,images/S110_002.png
S110_002,FACS,39,0,images/S110_002.png
S110_003,FACS,1,0,images/S110_003.png
S110_003,FACS,4,0,images/S110_003.png
S110_003,FACS,16,0,images/S110_003.png
S110_003,FACS,18,4,images/S110_003.png
S110_003,FACS,23,0,images/S110_003.png
S110_003,FACS,39,0,images/S110_003.png
S110_004,FACS,25,0,images/S110_004.png
S110_004,FACS,45,3,images/S110_004.png
S110_005,FACS,25,0,images/S110_005.png
S110_005,FACS,26,0,images/S110_005.png
S110_006,FACS,4,0,images/S110_006.png
S110_006,FACS,7,0,images/S110_006.png
S110_006,FACS,16,0,images/S110_006.png
S110_006,FACS,18,2,images/S110_006.png
S110_006,FACS,23,4,images/S110_006.png
S110_006,FACS,24,4,images/S110_006.png
S110_006,FACS,39,0,images/S110_006.png
S110_007,FACS,6,0,images/S110_007.png
S110_007,FACS,12,5,images/S110_007.png
S111_001,FACS,1,0,images/S111_001.png
S111_001,FACS,2,0,images/S111_001.png
S111_001,FACS,5,2,images/S111_001.png
S111_001,FACS,25,0,images/S111_001.png
S111_001,FACS,27,0,images/S111_001.png
S111_002,FACS,6,0,images/S111_002.png
S111_002,FACS,12,0,images/S111_002.png
S111_002,FACS,25,0,images/S111_002.png
S111_003,FACS,12,3,images/S111_003.png
S111_004,FACS,25,0,images/S111_004.png
S111_005,FACS,25,0,images/S111_005.png
S111_005,FACS,26,0,images/S111_005.png
S111_006,FACS,4,0,images/S111_006.png
S111_006,FACS,7,0,images/S111_006.png
S111_006,FACS,17,5,images/S111_006.png
S111_006,FACS,23,5,images/S111_006.png
S111_006,FACS,24,5,images/S111_006.png
S111_007,FACS,4,0,images/S111_007.png
S111_007,FACS,7,0,images/S111_007.png
S111_007,FACS,9,0,images/S111_007.png
S111_007,FACS,17,0,images/S111_007.png
S112_001,FACS,1,0,images/S112_001.png
S112_001,FACS,2,0,images/S112_001.png
S112_001,FACS,5,2,images/S112_001.png
S112_001,FACS,17,0,images/S112_001.png
S112_001,FACS,22,0,images/S112_001.png
S112_002,FACS,11,0,images/S112_002.png
S112_002,FACS,20,0,images/S112_002.png
S112_002,FACS,25,0,images/S112_002.png
S112_003,FACS,25,0,images/S112_003.png
S112_004,FACS,6,0,images/S112_004.png
S112_004,FACS,12,3,images/S112_004.png
S112_005,FACS,6,0,images/S112_005.png
S112_005,FACS,7,0,images/S112_005.png
S112_005,FACS,23,0,images/S112_005.png
S112_005,FACS,24,0,images/S112_005.png
S112_005,FACS,39,0,images/S112_005.png
S113_001,FACS,1,0,images/S113_001.png
S113_001,FACS,2,0,images/S113_001.png
S113_001,FACS,5,0,images/S113_001.png
S113_001,FACS,25,0,images/S113_001.png
S113_001,FACS,27,0,images/S113_001.png
S113_001,FACS,38,0,images/S113_001.png
S113_002,FACS,1,0,images/S113_002.png
S113_002,FACS,4,0,images/S113_002.png
S113_002,FACS,7,2,images/S113_002.png
S113_002,FACS,11,0,images/S113_002.png
S113_002,FACS,20,1,images/S113_002.png
S113_002,FACS,25,0,images/S113_002.png
S113_003,FACS,1,0,images/S113_003.png
S113_003,FACS,2,0,images/S113_003.png
S113_003,FACS,15,0,images/S113_003.png
S113_003,FACS,17,0,images/S113_003.png
S113_004,FACS,12,3,images/S113_004.png
S113_005,FACS,15,0,images/S113_005.png
S113_005,FACS,17,0,images/S113_005.png
S113_006,FACS,25,0,images/S113_006.png
S113_006,FACS,43,2,images/S113_006.png
S113_007,FACS,25,0,images/S113_007.png
S113_007,FACS,26,0,images/S113_007.png
S113_007,FACS,43,4,images/S113_007.png
S113_008,FACS,4,0,images/S113_008.png
S113_008,FACS,7,1,images/S113_008.png
S113_008,FACS,17,5,images/S113_008.png
S113_008,FACS,23,4,images/S113_008.png
S113_008,FACS,24,4,images/S113_008.png
S113_008,FACS,31,0,images/S113_008.png
S114_001,FACS,1,0,images/S114_001.png
S114_001,FACS,2,0,images/S114_001.png
S114_001,FACS,5,2,images/S114_001.png
S114_001,FACS,25,0,images/S114_001.png
S114_001,FACS,27,0,images/S114_001.png
S114_002,FACS,6,0,images/S114_002.png
S114_002,FACS,12,3,images/S114_002.png
S114_003,FACS,15,0,images/S114_003.png
S114_003,FACS,17,0,images/S114_003.png
S114_004,FACS,25,0,images/S114_004.png
S114_005,FACS,25,0,images/S114_005.png
S114_005,FACS,26,0,images/S114_005.png
S114_006,FACS,6,0,images/S114_006.png
S114_006,FACS,7,0,images/S114_006.png
S114_006,FACS,12,0,images/S114_006.png
S114_006,FACS,25,0,images/S114_006.png
S115_001,FACS,1,0,images/S115_001.png
S115_001,FACS,2,0,images/S115_001.png
S115_001,FACS,5,2,images/S115_001.png
S115_001,FACS,25,0,images/S115_001.png
S115_001,FACS,27,0,images/S115_001.png
S115_002,FACS,1,0,images/S115_002.png
S115_002,FACS,4,0,images/S115_002.png
S115_002,FACS,7,0,images/S115_002.png
S115_002,FACS,11,0,images/S115_002.png
S115_002,FACS,20,0,images/S115_002.png
S115_002,FACS,25,0,images/S115_002.png
S115_003,FACS,1,0,images/S115_003.png
S115_003,FACS,2,0,images/S115_003.png
S115_003,FACS,11,0,images/S115_003.png
S115_003,FACS,20,0,images/S115_003.png
S115_003,FACS,25,0,images/S115_003.png
S115_004,FACS,1,0,images/S115_004.png
S115_004,FACS,2,0,images/S115_004.png
S115_004,FACS,15,0,images/S115_004.png
S115_004,FACS,17,0,images/S115_004.png
S115_005,FACS,12,3,images/S115_005.png
S115_006,FACS,15,0,images/S115_006.png
S115_006,FACS,17,0,images/S115_006.png
S115_006,FACS,23,0,images/S115_006.png
S115_007,FACS,25,0,images/S115_007.png
S115_008,FACS,6,0,images/S115_008.png
S115_008,FACS,12,0,images/S115_008.png
S115_008,FACS,25,0,images/S115_008.png
S116_001,FACS,1,0,images/S116_001.png
S116_001,FACS,2,0,images/S116_001.png
S116_001,FACS,20,1,images/S116_001.png
S116_001,FACS,25,0,images/S116_001.png
S116_001,FACS,27,0,images/S116_001.png
S116_002,FACS,12,2,images/S116_002.png
S116_003,FACS,25,0,images/S116_003.png
S116_004,FACS,25,0,images/S116_004.png
S116_004,FACS,26,0,images/S116_004.png
S116_005,FACS,15,0,images/S116_005.png
S116_005,FACS,17,0,images/S116_005.png
S116_006,FACS,4,0,images/S116_006.png
S116_006,FACS,6,0,images/S116_006.png
S116_006,FACS,7,0,images/S116_006.png
S116_006,FACS,9,0,images/S116_006.png
S116_006,FACS,17,0,images/S116_006.png
S116_007,FACS,6,0,images/S116_007.png
S116_007,FACS,12,0,images/S116_007.png
S116_007,FACS,25,0,images/S116_007.png
S117_001,FACS,1,0,images/S117_001.png
S117_001,FACS,2,0,images/S117_001.png
S117_001,FACS,5,0,images/S117_001.png
S117_001,FACS,25,0,images/S117_001.png
S117_001,FACS,27,0,images/S117_001.png
S117_002,FACS,1,0,images/S117_002.png
S117_002,FACS,4,0,images/S117_002.png
S117_002,FACS,11,0,images/S117_002.png
S117_002,FACS,15,0,images/S117_002.png
S117_002,FACS,17,0,images/S117_002.png
S117_002,FACS,39,0,images/S117_002.png
S117_003,FACS,1,0,images/S117_003.png
S117_003,FACS,4,0,images/S117_003.png
S117_003,FACS,7,0,images/S117_003.png
S117_003,FACS,10,0,images/S117_003.png
S117_003,FACS,11,0,images/S117_003.png
S117_003,FACS,14,0,images/S117_003.png
S117_003,FACS,20,0,images/S117_003.png
S117_003,FACS,21,0,images/S117_003.png
S117_003,FACS,25,0,images/S117_003.png
S117_003,FACS,39,0,images/S117_003.png
S117_004,FACS,15,0,images/S117_004.png
S117_004,FACS,17,0,images/S117_004.png
S117_005,FACS,25,0,images/S117_005.png
S117_005,FACS,26,0,images/S117_005.png
S117_006,FACS,4,0,images/S117_006.png
S117_006,FACS,17,0,images/S117_006.png
S117_006,FACS,23,0,images/S117_006.png
S117_006,FACS,24,0,images/S117_006.png
S117_006,FACS,34,0,images/S117_006.png
S117_006,FACS,39,0,images/S117_006.png
S117_007,FACS,6,0,images/S117_007.png
S117_007,FACS,12,3,images/S117_007.png
S118_001,FACS,1,0,images/S118_001.png
S118_001,FACS,20,0,images/S118_001.png
S118_001,FACS,25,0,images/S118_001.png
S118_002,FACS,12,0,images/S118_002.png
S118_002,FACS,25,0,images/S118_002.png
S118_003,FACS,15,0,images/S118_003.png
S118_003,FACS,17,0,images/S118_003.png
S118_004,FACS,16,0,images/S118_004.png
S118_004,FACS,20,0,images/S118_004.png
S118_004,FACS,25,0,images/S118_004.png
S118_005,FACS,4,0,images/S118_005.png
S118_005,FACS,15,0,images/S118_005.png
S118_005,FACS,17,0,images/S118_005.png
S118_006,FACS,4,0,images/S118_006.png
S118_006,FACS,9,0,images/S118_006.png
S118_006,FACS,17,0,images/S118_006.png
S118_006,FACS,25,0,images/S118_006.png
S119_001,FACS,1,0,images/S119_001.png
S119_001,FACS,2,0,images/S119_001.png
S119_001,FACS,5,0,images/S119_001.png
S119_001,FACS,25,0,images/S119_001.png
S119_001,FACS,27,0,images/S119_001.png
S119_002,FACS,1,0,images/S119_002.png
S119_002,FACS,17,0,images/S119_002.png
S119_003,FACS,1,0,images/S119_003.png
S119_003,FACS,4,0,images/S119_003.png
S119_003,FACS,5,0,images/S119_003.png
S119_003,FACS,20,0,images/S119_003.png
S119_003,FACS,25,0,images/S119_003.png
S119_003,FACS,26,0,images/S119_003.png
S119_004,FACS,1,0,images/S119_004.png
S119_004,FACS,15,0,images/S119_004.png
S119_004,FACS,17,0,images/S119_004.png
S119_005,FACS,12,3,images/S119_005.png
S119_006,FACS,25,0,images/S119_006.png
S119_007,FACS,25,0,images/S119_007.png
S119_007,FACS,26,0,images/S119_007.png
S119_008,FACS,7,4,images/S119_008.png
S119_008,FACS,17,0,images/S119_008.png
S119_008,FACS,23,0,images/S119_008.png
S119_008,FACS,24,0,images/S119_008.png
S119_008,FACS,38,0,images/S119_008.png
S120_001,FACS,15,0,images/S120_001.png
S120_001,FACS,17,0,images/S120_001.png
S120_002,FACS,4,0,images/S120_002.png
S120_002,FACS,7,0,images/S120_002.png
S120_002,FACS,15,0,images/S120_002.png
S120_002,FACS,17,0,images/S120_002.png
S120_002,FACS,29,0,images/S120_002.png
S120_002,FACS,39,0,images/S120_002.png
S120_002,FACS,45,1,images/S120_002.png
S121_001,FACS,12,3,images/S121_001.png
S121_002,FACS,20,0,images/S121_002.png
S121_002,FACS,25,0,images/S121_002.png
S121_003,FACS,20,0,images/S121_003.png
S121_003,FACS,25,0,images/S121_003.png
S121_004,FACS,25,0,images/S121_004.png
S121_004,FACS,45,1,images/S121_004.png
S121_005,FACS,25,0,images/S121_005.png
S121_005,FACS,26,0,images/S121_005.png
S122_001,FACS,1,0,images/S122_001.png
S122_001,FACS,2,0,images/S122_001.png
S122_001,FACS,25,0,images/S122_001.png
S122_001,FACS,27,0,images/S122_001.png
S122_002,FACS,11,0,images/S122_002.png
S122_002,FACS,20,0,images/S122_002.png
S122_002,FACS,25,0,images/S122_002.png
S122_004,FACS,15,0,images/S122_004.png
S122_004,FACS,17,0,images/S122_004.png
S122_005,FACS,25,0,images/S122_005.png
S122_005,FACS,26,0,images/S122_005.png
S124_001,FACS,1,0,images/S124_001.png
S124_001,FACS,2,0,images/S124_001.png
S124_001,FACS,5,5,images/S124_001.png
S124_001,FACS,23,2,images/S124_001.png
S124_001,FACS,25,0,images/S124_001.png
S124_001,FACS,27,0,images/S124_001.png
S124_002,FACS,1,0,images/S124_002.png
S124_002,FACS,4,0,images/S124_002.png
S124_002,FACS,15,0,images/S124_002.png
S124_002,FACS,17,0,images/S124_002.png
S124_002,FACS,23,0,images/S124_002.png
S124_003,FACS,1,0,images/S124_003.png
S124_003,FACS,4,0,images/S124_003.png
S124_003,FACS,20,0,images/S124_003.png
S124_003,FACS,25,0,images/S124_003.png
S124_004,FACS,12,3,images/S124_004.png
S124_005,FACS,25,0,images/S124_005.png
S124_005,FACS,26,0,images/S124_005.png
S124_006,FACS,4,0,images/S124_006.png
S124_006,FACS,9,0,images/S124_006.png
S124_006,FACS,17,0,images/S124_006.png
S124_006,FACS,38,0,images/S124_006.png
S124_007,FACS,6,0,images/S124_007.png
S124_007,FACS,12,0,images/S124_007.png
S124_007,FACS,25,0,images/S124_007.png
S125_001,FACS,1,0,images/S125_001.png
S125_001,FACS,4,0,images/S125_001.png
S125_001,FACS,15,0,images/S125_001.png
S125_001,FACS,17,0,images/S125_001.png
S125_001,FACS,38,4,images/S125_001.png
S125_001,FACS,45,4,images/S125_001.png
S125_002,FACS,12,2,images/S125_002.png
S125_003,FACS,4,0,images/S125_003.png
S125_003,FACS,15,0,images/S125_003.png
S125_003,FACS,17,0,images/S125_003.png
S125_004,FACS,25,0,images/S125_004.png
S125_004,FACS,26,0,images/S125_004.png
S125_004,FACS,38,0,images/S125_004.png
S125_005,FACS,6,0,images/S125_005.png
S125_005,FACS,12,0,images/S125_005.png
S125_005,FACS,25,0,images/S125_005.png
S125_006,FACS,1,3,images/S125_006.png
S125_006,FACS,2,3,images/S125_006.png
S125_006,FACS,4,2,images/S125_006.png
S125_006,FACS,5,2,images/S125_006.png
S125_006,FACS,12,1,images/S125_006.png
S125_006,FACS,20,3,images/S125_006.png
S125_006,FACS,25,2,images/S125_006.png
S125_007,FACS,1,3,images/S125_007.png
S125_007,FACS,2,3,images/S125_007.png
S125_007,FACS,5,2,images/S125_007.png
S125_007,FACS,25,3,images/S125_007.png
S125_007,FACS,26,5,images/S125_007.png
S125_008,FACS,4,3,images/S125_008.png
S125_008,FACS,9,2,images/S125_008.png
S126_001,FACS,4,0,images/S126_001.png
S126_001,FACS,15,0,images/S126_001.png
S126_001,FACS,17,0,images/S126_001.png
S126_001,FACS,29,0,images/S126_001.png
S126_002,FACS,4,0,images/S126_002.png
S126_002,FACS,7,0,images/S126_002.png
S126_002,FACS,1.5,0,images/S126_002.png
S126_002,FACS,17,0,images/S126_002.png
S126_004,FACS,1,4,images/S126_004.png
S126_004,FACS,2,4,images/S126_004.png
S126_004,FACS,5,3,images/S126_004.png
S126_004,FACS,25,3,images/S126_004.png
S126_004,FACS,27,3,images/S126_004.png
S126_008,FACS,4,2,images/S126_008.png
S126_008,FACS,6,2,images/S126_008.png
S126_008,FACS,7,2,images/S126_008.png
S126_008,FACS,17,5,images/S126_008.png
S126_008,FACS,18,1,images/S126_008.png
S127_001,FACS,1,0,images/S127_001.png
S127_001,FACS,2,0,images/S127_001.png
S127_001,FACS,5,0,images/S127_001.png
S127_001,FACS,25,0,images/S127_001.png
S127_001,FACS,27,0,images/S127_001.png
S127_002,FACS,12,2,images/S127_002.png
S127_003,FACS,25,0,images/S127_003.png
S127_003,FACS,26,0,images/S127_003.png
S127_004,FACS,6,0,images/S127_004.png
S127_004,FACS,12,0,images/S127_004.png
S127_004,FACS,25,0,images/S127_004.png
S127_010,FACS,4,5,images/S127_010.png
S127_010,FACS,7,2,images/S127_010.png
S127_010,FACS,17,3,images/S127_010.png
S127_010,FACS,23,3,images/S127_010.png
S128_001,FACS,12,3,images/S128_001.png
S128_002,FACS,15,0,images/S128_002.png
S128_002,FACS,17,0,images/S128_002.png
S128_003,FACS,26,0,images/S128_003.png
S128_004,FACS,4,0,images/S128_004.png
S128_004,FACS,7,0,images/S128_004.png
S128_004,FACS,9,0,images/S128_004.png
S128_004,FACS,1.7,0,images/S128_004.png
S128_005,FACS,11,0,images/S128_005.png
S128_005,FACS,20,0,images/S128_005.png
S128_005,FACS,25,0,images/S128_005.png
S128_011,FACS,6,2,images/S128_011.png
S128_011,FACS,12,4,images/S128_011.png
S128_011,FACS,25,3,images/S128_011.png
S129_001,FACS,1,0,images/S129_001.png
S129_001,FACS,15,0,images/S129_001.png
S129_001,FACS,17,0,images/S129_001.png
S129_002,FACS,10,1,images/S129_002.png
S129_002,FACS,14,3,images/S129_002.png
S129_003,FACS,12,3,images/S129_003.png
S129_004,FACS,25,0,images/S129_004.png
S129_005,FACS,26,0,images/S129_005.png
S129_006,FACS,6,2,images/S129_006.png
S129_006,FACS,7,4,images/S129_006.png
S129_006,FACS,17,2,images/S129_006.png
S129_006,FACS,23,4,images/S129_006.png
S129_007,FACS,1,2,images/S129_007.png
S129_007,FACS,2,2,images/S129_007.png
S129_007,FACS,5,4,images/S129_007.png
S129_007,FACS,25,2,images/S129_007.png
S129_007,FACS,26,2,images/S129_007.png
S129_011,FACS,9,3,images/S129_011.png
S129_011,FACS,17,4,images/S129_011.png
S129_012,FACS,6,2,images/S129_012.png
S129_012,FACS,7,2,images/S129_012.png
S129_012,FACS,13,4,images/S129_012.png
S130_001,FACS,1,0,images/S130_001.png
S130_001,FACS,2,0,images/S130_001.png
S130_001,FACS,5,0,images/S130_001.png
S130_001,FACS,25,0,images/S130_001.png
S130_001,FACS,27,0,images/S130_001.png
S130_001,FACS,38,0,images/S130_001.png
S130_002,FACS,1,0,images/S130_002.png
S130_002,FACS,4,0,images/S130_002.png
S130_002,FACS,7,0,images/S130_002.png
S130_002,FACS,11,0,images/S130_002.png
S130_002,FACS,14,0,images/S130_002.png
S130_002,FACS,20,0,images/S130_002.png
S130_002,FACS,25,0,images/S130_002.png
S130_003,FACS,12,3,images/S130_003.png
S130_004,FACS,15,3,images/S130_004.png
S130_004,FACS,17,4,images/S130_004.png
S130_005,FACS,25,0,images/S130_005.png
S130_006,FACS,25,0,images/S130_006.png
S130_006,FACS,27,0,images/S130_006.png
S130_007,FACS,4,0,images/S130_007.png
S130_007,FACS,7,0,images/S130_007.png
S130_007,FACS,17,2,images/S130_007.png
S130_007,FACS,23,4,images/S130_007.png
S130_007,FACS,24,4,images/S130_007.png
S130_008,FACS,5,2,images/S130_008.png
S130_008,FACS,20,0,images/S130_008.png
S130_008,FACS,25,0,images/S130_008.png
S130_009,FACS,1,2,images/S130_009.png
S130_009,FACS,4,5,images/S130_009.png
S130_009,FACS,17,3,images/S130_009.png
